Journée du 01/01/2023,Unnamed: 1,Unnamed: 2,Unnamed: 3
Heures,PrévisionJ-1,PrévisionJ,Consommation
00:00:00,46800,48000,46008
00:15:00,46050,47500,46462
00:30:00,45500,47000,45349
00:45:00,44650,46350,44669
01:00:00,43800,45700,45387
01:15:00,44100,45950,45864
01:30:00,44400,46200,45500
01:45:00,44350,46100,45694
02:00:00,44300,46000,45444
02:15:00,43750,45450,45680
02:30:00,43200,44900,44566
02:45:00,42200,44050,43726
03:00:00,41200,43200,42878
03:15:00,40400,42500,42265
03:30:00,39600,41800,41583
03:45:00,38950,41150,40914
04:00:00,38300,40500,40164
04:15:00,37900,40200,39714
04:30:00,37500,39900,39247
04:45:00,37250,39600,38672
05:00:00,37000,39300,38504
05:15:00,36800,39250,38558
05:30:00,36600,39200,38356
05:45:00,36400,39250,38221
06:00:00,36200,39300,38132
06:15:00,36300,38950,38645
06:30:00,36400,38600,38578
06:45:00,36350,38600,38562
07:00:00,36300,38600,38619
07:15:00,36250,38800,39026
07:30:00,36200,39000,38993
07:45:00,36350,39100,39045
08:00:00,36500,39200,39238
08:15:00,36350,39250,39196
08:30:00,36200,39300,39263
08:45:00,36350,39450,39293
09:00:00,36500,39600,39557
09:15:00,37050,39450,38773
09:30:00,37600,39300,39331
09:45:00,38050,39700,39784
10:00:00,38500,40100,40059
10:15:00,39000,40500,40536
10:30:00,39500,40900,40889
10:45:00,39950,41350,41370
11:00:00,40400,41800,41823
11:15:00,40950,42200,42243
11:30:00,41500,42600,42684
11:45:00,42150,43550,43306
12:00:00,42800,44500,44001
12:15:00,42650,44600,44387
12:30:00,42500,44700,44275
12:45:00,42300,44750,44746
13:00:00,42100,44800,44553
13:15:00,41950,44150,44424
13:30:00,41800,43500,43647
13:45:00,41700,43650,43143
14:00:00,41600,43800,43325
14:15:00,41350,43500,43423
14:30:00,41100,43200,43015
14:45:00,41200,43200,43203
15:00:00,41300,43200,43122
15:15:00,41100,42900,43096
15:30:00,40900,42600,42554
15:45:00,40650,42350,42263
16:00:00,40400,42100,42150
16:15:00,40300,41850,41774
16:30:00,40200,41600,41874
16:45:00,40500,41850,41564
17:00:00,40800,42100,42287
17:15:00,41800,42950,43253
17:30:00,42800,43800,44504
17:45:00,43850,44850,45239
18:00:00,44900,45900,46315
18:15:00,45400,46350,46505
18:30:00,45900,46800,47065
18:45:00,46350,47250,47606
19:00:00,46800,47700,47868
19:15:00,46900,47750,48147
19:30:00,47000,47800,48048
19:45:00,46850,47650,47777
20:00:00,46700,47500,47442
20:15:00,46250,47000,47048
20:30:00,45800,46500,46409
20:45:00,45350,46050,46141
21:00:00,44900,45600,45939
21:15:00,44450,45100,45680
21:30:00,44000,44600,44824
21:45:00,43400,44000,44461
22:00:00,42800,43400,44138
22:15:00,43250,43800,44122
22:30:00,43700,44200,44648
22:45:00,44750,45250,46093
23:00:00,45800,46300,45638
23:15:00,45400,45900,45501
23:30:00,45000,45500,44986
23:45:00,44700,44950,45417
,,,
,,,
Journée du 02/01/2023,,,
Heures,PrévisionJ-1,PrévisionJ,Consommation
00:00:00,44400,44600,44652
00:15:00,43700,44000,44549
00:30:00,43000,43400,43390
00:45:00,42100,42750,41939
01:00:00,41200,42100,41628
01:15:00,41500,42250,41956
01:30:00,41800,42400,41826
01:45:00,41700,42000,41900
02:00:00,41600,41600,41590
02:15:00,41150,41450,42162
02:30:00,40700,41300,41293
02:45:00,40050,40550,40513
03:00:00,39400,39800,39790
03:15:00,39050,39400,39534
03:30:00,38700,39000,38950
03:45:00,38450,38700,38580
04:00:00,38200,38400,38441
04:15:00,38200,38400,38471
04:30:00,38200,38400,38370
04:45:00,38400,38650,38462
05:00:00,38600,38900,38892
05:15:00,39050,39600,39907
05:30:00,39500,40300,40167
05:45:00,40250,41150,40821
06:00:00,41000,42000,41461
06:15:00,42050,42950,43143
06:30:00,43100,43900,43917
06:45:00,44000,44800,44816
07:00:00,44900,45700,45655
07:15:00,45950,46450,46575
07:30:00,47000,47200,47215
07:45:00,48250,48100,48098
08:00:00,49500,49000,48957
08:15:00,49800,49500,49527
08:30:00,50100,50000,49770
08:45:00,50450,50250,50143
09:00:00,50800,50500,50613
09:15:00,51500,50950,50817
09:30:00,52200,51400,51405
09:45:00,52600,51850,51762
10:00:00,53000,52300,52248
10:15:00,53350,52500,52712
10:30:00,53700,52700,52711
10:45:00,54000,52950,52741
11:00:00,54300,53200,53214
11:15:00,54850,53400,53602
11:30:00,55400,53600,53642
11:45:00,55700,54150,53900
12:00:00,56000,54700,54528
12:15:00,55750,54450,54396
12:30:00,55500,54200,54181
12:45:00,55250,53750,54087
13:00:00,55000,53300,53340
13:15:00,54550,53000,53171
13:30:00,54100,52700,52733
13:45:00,54200,52700,52579
14:00:00,54300,52700,52742
14:15:00,54100,52550,52781
14:30:00,53900,52400,52459
14:45:00,53700,52250,52496
15:00:00,53500,52100,52326
15:15:00,53200,51800,52138
15:30:00,52900,51500,51585
15:45:00,52800,51450,51413
16:00:00,52700,51400,51284
16:15:00,52800,51550,51096
16:30:00,52900,51700,51040
16:45:00,53150,52000,51002
17:00:00,53400,52300,51584
17:15:00,54750,53700,52470
17:30:00,56100,55100,53849
17:45:00,57250,56300,55103
18:00:00,58400,57500,56037
18:15:00,59000,58150,56451
18:30:00,59600,58800,57403
18:45:00,60050,59300,58384
19:00:00,60500,59800,59168
19:15:00,59900,59250,58622
19:30:00,59300,58700,58213
19:45:00,58500,57900,57496
20:00:00,57700,57100,56819
20:15:00,57150,56600,55712
20:30:00,56600,56100,54708
20:45:00,55550,55100,53782
21:00:00,54500,54100,53074
21:15:00,53700,53300,52373
21:30:00,52900,52500,51610
21:45:00,52250,51900,51031
22:00:00,51600,51300,50752
22:15:00,52000,51700,50930
22:30:00,52400,52100,51415
22:45:00,53200,52950,52732
23:00:00,54000,53800,52342
23:15:00,53800,53650,52134
23:30:00,53600,53500,51924
23:45:00,52950,52900,52101
,,,
,,,
Journée du 03/01/2023,,,
Heures,PrévisionJ-1,PrévisionJ,Consommation
00:00:00,52300,51300,51351
00:15:00,51500,50500,51130
00:30:00,50700,49700,49763
00:45:00,49950,48900,48436
01:00:00,49200,48100,48106
01:15:00,49500,48500,48525
01:30:00,49800,48900,48215
01:45:00,50000,48800,48598
02:00:00,50200,48700,48308
02:15:00,49750,48350,48914
02:30:00,49300,48000,47921
02:45:00,48600,47350,47414
03:00:00,47900,46700,46695
03:15:00,47450,46200,46472
03:30:00,47000,45700,45754
03:45:00,46850,45450,45445
04:00:00,46700,45200,45262
04:15:00,46650,45050,45125
04:30:00,46600,44900,44912
04:45:00,46800,45300,44864
05:00:00,47000,45700,45631
05:15:00,47750,46550,46834
05:30:00,48500,47400,47393
05:45:00,49450,48450,48026
06:00:00,50400,49500,49209
06:15:00,52350,51000,51244
06:30:00,54300,52500,52461
06:45:00,55950,53950,53961
07:00:00,57600,55400,55434
07:15:00,59250,56650,56636
07:30:00,60900,57900,57911
07:45:00,61750,58750,58777
08:00:00,62600,59600,59597
08:15:00,62800,60000,60089
08:30:00,63000,60400,60534
08:45:00,62850,60500,60634
09:00:00,62700,60600,60627
09:15:00,62700,60650,60394
09:30:00,62700,60700,60697
09:45:00,62550,60750,60775
10:00:00,62400,60800,60844
10:15:00,62350,60700,60889
10:30:00,62300,60600,60577
10:45:00,62250,60500,60637
11:00:00,62200,60400,60504
11:15:00,62350,60500,60659
11:30:00,62500,60600,60617
11:45:00,62550,60900,60785
12:00:00,62600,61200,60823
12:15:00,61800,60400,60349
12:30:00,61000,59600,59806
12:45:00,59800,58400,59179
13:00:00,58600,57200,58508
13:15:00,58400,57050,58160
13:30:00,58200,56900,57574
13:45:00,58300,57100,57698
14:00:00,58400,57300,57538
14:15:00,58100,57050,57802
14:30:00,57800,56800,57370
14:45:00,57450,56550,57627
15:00:00,57100,56300,57064
15:15:00,56900,56150,57225
15:30:00,56700,56000,56604
15:45:00,56500,55900,56360
16:00:00,56300,55800,55702
16:15:00,56150,55700,56062
16:30:00,56000,55600,55811
16:45:00,56450,56050,55966
17:00:00,56900,56500,56176
17:15:00,58150,57700,56998
17:30:00,59400,58900,58192
17:45:00,60700,60200,59303
18:00:00,62000,61500,60307
18:15:00,62450,61900,60823
18:30:00,62900,62300,61844
18:45:00,63550,62950,62520
19:00:00,64200,63600,63154
19:15:00,63550,62950,62661
19:30:00,62900,62300,62276
19:45:00,62100,61550,61217
20:00:00,61300,60800,60403
20:15:00,60250,59750,59328
20:30:00,59200,58700,58455
20:45:00,58150,57650,57365
21:00:00,57100,56600,56529
21:15:00,56350,55900,55922
21:30:00,55600,55200,55155
21:45:00,54850,54450,54433
22:00:00,54100,53700,54144
22:15:00,54250,53800,54231
22:30:00,54400,53900,54464
22:45:00,55500,54900,55997
23:00:00,56600,55900,55569
23:15:00,56500,55750,55131
23:30:00,56400,55600,54691
23:45:00,55700,54800,54821
,,,
,,,
Journée du 04/01/2023,,,
Heures,PrévisionJ-1,PrévisionJ,Consommation
00:00:00,54000,54100,54065
00:15:00,53250,53300,54003
00:30:00,52500,52500,52482
00:45:00,51600,51550,51094
01:00:00,50700,50600,50599
01:15:00,51250,51050,51142
01:30:00,51800,51500,50870
01:45:00,51900,51600,51218
02:00:00,52000,51700,50919
02:15:00,51350,51050,51390
02:30:00,50700,50400,50400
02:45:00,50100,49700,49631
03:00:00,49500,49000,48982
03:15:00,49150,48450,48629
03:30:00,48800,47900,47911
03:45:00,48500,47550,47479
04:00:00,48200,47200,47213
04:15:00,48100,47050,47156
04:30:00,48000,46900,47030
04:45:00,48350,47200,47048
05:00:00,48700,47500,47455
05:15:00,49350,48250,48829
05:30:00,50000,49000,48979
05:45:00,50950,49800,49828
06:00:00,51900,50600,50575
06:15:00,53500,52150,53204
06:30:00,55100,53700,53776
06:45:00,56550,55150,55214
07:00:00,58000,56600,56564
07:15:00,59200,57600,58036
07:30:00,60400,58600,58616
07:45:00,61350,59450,59398
08:00:00,62300,60300,60317
08:15:00,62550,60600,60511
08:30:00,62800,60900,60863
08:45:00,62750,60850,61174
09:00:00,62700,60800,60946
09:15:00,62600,61000,61021
09:30:00,62500,61200,61173
09:45:00,62500,61300,61267
10:00:00,62500,61400,61378
10:15:00,62500,61250,61205
10:30:00,62500,61100,61144
10:45:00,62350,61250,61194
11:00:00,62200,61400,61413
11:15:00,62300,61350,61381
11:30:00,62400,61300,61345
11:45:00,62650,61750,61664
12:00:00,62900,62200,61883
12:15:00,62200,61400,61023
12:30:00,61500,60600,60578
12:45:00,61000,59800,60053
13:00:00,60500,59000,59224
13:15:00,60000,58550,58736
13:30:00,59500,58100,58125
13:45:00,59300,58200,58067
14:00:00,59100,58300,58138
14:15:00,58950,58150,58274
14:30:00,58800,58000,57976
14:45:00,58400,57800,57996
15:00:00,58000,57600,57590
15:15:00,57750,57250,57441
15:30:00,57500,56900,56915
15:45:00,57350,56550,56518
16:00:00,57200,56200,56233
16:15:00,57200,55950,55877
16:30:00,57200,55700,55725
16:45:00,57450,55900,55748
17:00:00,57700,56100,56098
17:15:00,58950,57150,56984
17:30:00,60200,58200,58195
17:45:00,61300,59150,59175
18:00:00,62400,60100,60010
18:15:00,63050,60700,60691
18:30:00,63700,61300,61453
18:45:00,64400,61900,62316
19:00:00,65100,62500,62829
19:15:00,64450,62000,62561
19:30:00,63800,61500,61941
19:45:00,62750,60600,60862
20:00:00,61700,59700,60046
20:15:00,60650,58800,59133
20:30:00,59600,57900,58032
20:45:00,58450,56850,56914
21:00:00,57300,55800,56175
21:15:00,56450,55100,55614
21:30:00,55600,54400,54451
21:45:00,54800,53750,53750
22:00:00,54000,53100,53268
22:15:00,54100,53250,53187
22:30:00,54200,53400,53357
22:45:00,55000,54200,54957
23:00:00,55800,55000,54386
23:15:00,55700,55050,54090
23:30:00,55600,55100,53355
23:45:00,54550,54300,53789
,,,
,,,
Journée du 05/01/2023,,,
Heures,PrévisionJ-1,PrévisionJ,Consommation
00:00:00,53500,52800,52798
00:15:00,52650,52050,52811
00:30:00,51800,51300,51313
00:45:00,50950,50250,50066
01:00:00,50100,49200,49248
01:15:00,50450,49700,49999
01:30:00,50800,50200,49462
01:45:00,50650,50200,49821
02:00:00,50500,50200,49289
02:15:00,50100,49650,49873
02:30:00,49700,49100,48988
02:45:00,49000,48400,48331
03:00:00,48300,47700,47456
03:15:00,47750,47100,47059
03:30:00,47200,46500,46462
03:45:00,46900,46000,45914
04:00:00,46600,45500,45671
04:15:00,46400,45350,45347
04:30:00,46200,45200,45236
04:45:00,46550,45500,45316
05:00:00,46900,45800,45761
05:15:00,47750,46400,46706
05:30:00,48600,47000,46970
05:45:00,49600,47650,47739
06:00:00,50600,48300,48763
06:15:00,52050,50050,50632
06:30:00,53500,51800,51780
06:45:00,54900,53300,53217
07:00:00,56300,54800,54903
07:15:00,57550,56050,56258
07:30:00,58800,57300,57346
07:45:00,59600,58350,58121
08:00:00,60400,59400,59357
08:15:00,60800,59350,59249
08:30:00,61200,59300,59293
08:45:00,61250,59400,59366
09:00:00,61300,59500,59454
09:15:00,61350,59450,59340
09:30:00,61400,59400,59360
09:45:00,61400,59400,59589
10:00:00,61400,59400,59407
10:15:00,61300,59550,59592
10:30:00,61200,59700,59741
10:45:00,61050,59600,59315
11:00:00,60900,59500,59549
11:15:00,61000,59550,59380
11:30:00,61100,59600,59330
11:45:00,61250,59700,59633
12:00:00,61400,59800,59699
12:15:00,60800,59250,59462
12:30:00,60200,58700,58843
12:45:00,59500,58050,58491
13:00:00,58800,57400,57714
13:15:00,58300,56950,56946
13:30:00,57800,56500,56549
13:45:00,57650,56400,56500
14:00:00,57500,56300,56538
14:15:00,57500,56300,56546
14:30:00,57500,56300,56509
14:45:00,57150,56000,56647
15:00:00,56800,55700,56424
15:15:00,56400,55350,56381
15:30:00,56000,55000,55625
15:45:00,55450,54850,55506
16:00:00,54900,54700,55118
16:15:00,54800,54600,54869
16:30:00,54700,54500,54718
16:45:00,55000,54800,54480
17:00:00,55300,55100,54918
17:15:00,56350,56200,56134
17:30:00,57400,57300,56892
17:45:00,58500,58400,57904
18:00:00,59600,59500,58880
18:15:00,60400,60350,59510
18:30:00,61200,61200,60173
18:45:00,62050,62050,61274
19:00:00,62900,62900,61787
19:15:00,62350,62350,61259
19:30:00,61800,61800,60879
19:45:00,60900,60900,59933
20:00:00,60000,60000,58938
20:15:00,59000,59000,57998
20:30:00,58000,58000,56898
20:45:00,57050,57050,56258
21:00:00,56100,56100,55133
21:15:00,55400,55400,54495
21:30:00,54700,54700,53771
21:45:00,54150,54150,53027
22:00:00,53600,53600,52718
22:15:00,53550,53800,52725
22:30:00,53500,54000,53110
22:45:00,54500,54650,54449
23:00:00,55500,55300,53978
23:15:00,55200,55050,53979
23:30:00,54900,54800,53177
23:45:00,54150,54100,53256
,,,
,,,
Journée du 06/01/2023,,,
Heures,PrévisionJ-1,PrévisionJ,Consommation
00:00:00,53400,52600,52567
00:15:00,52600,51750,52322
00:30:00,51800,50900,50845
00:45:00,50800,50000,49447
01:00:00,49800,49100,49122
01:15:00,50250,49350,49649
01:30:00,50700,49600,49236
01:45:00,50800,49800,49494
02:00:00,50900,50000,49267
02:15:00,50200,49350,49594
02:30:00,49500,48700,48729
02:45:00,48800,48000,48053
03:00:00,48100,47300,47254
03:15:00,47550,46950,47106
03:30:00,47000,46600,46645
03:45:00,46600,46300,46113
04:00:00,46200,46000,45959
04:15:00,46050,45750,45804
04:30:00,45900,45500,45723
04:45:00,46350,45800,45819
05:00:00,46800,46100,46146
05:15:00,47700,46850,47144
05:30:00,48600,47600,47593
05:45:00,49550,48400,48422
06:00:00,50500,49200,49222
06:15:00,52250,50700,51232
06:30:00,54000,52200,52124
06:45:00,55600,53700,53899
07:00:00,57200,55200,55243
07:15:00,58350,56550,56792
07:30:00,59500,57900,57899
07:45:00,60500,58750,58535
08:00:00,61500,59600,59353
08:15:00,61650,59650,59578
08:30:00,61800,59700,59675
08:45:00,61550,59750,59838
09:00:00,61300,59800,59669
09:15:00,61350,60000,59908
09:30:00,61400,60200,60030
09:45:00,61350,60200,60214
10:00:00,61300,60200,60154
10:15:00,60950,60550,60578
10:30:00,60600,60900,60742
10:45:00,60600,60450,60030
11:00:00,60600,60000,59965
11:15:00,60350,60000,59944
11:30:00,60100,60000,59979
11:45:00,60400,60250,60259
12:00:00,60700,60500,60259
12:15:00,60050,59800,59598
12:30:00,59400,59100,59064
12:45:00,58750,58600,58776
13:00:00,58100,58100,58062
13:15:00,57700,57600,57659
13:30:00,57300,57100,57143
13:45:00,57350,57150,56799
14:00:00,57400,57200,57014
14:15:00,57350,57000,57206
14:30:00,57300,56800,56814
14:45:00,57200,56800,56810
15:00:00,57100,56800,56536
15:15:00,56650,56400,56499
15:30:00,56200,56000,55977
15:45:00,55700,55550,55509
16:00:00,55200,55100,55127
16:15:00,54850,54500,54607
16:30:00,54500,53900,54351
16:45:00,54700,54350,54209
17:00:00,54900,54800,54721
17:15:00,55950,55600,55341
17:30:00,57000,56400,56434
17:45:00,58000,57500,57562
18:00:00,59000,58600,58505
18:15:00,59700,59000,58641
18:30:00,60400,59400,59280
18:45:00,61200,59850,59735
19:00:00,62000,60300,60022
19:15:00,61550,59800,59580
19:30:00,61100,59300,59455
19:45:00,60350,58600,58301
20:00:00,59600,57900,57937
20:15:00,58700,56855,56929
20:30:00,57800,55810,56212
20:45:00,57000,55180,55345
21:00:00,56200,54550,54375
21:15:00,55400,53955,53980
21:30:00,54600,53360,53168
21:45:00,53950,52780,52752
22:00:00,53300,52200,52304
22:15:00,53600,52695,52450
22:30:00,53900,53190,52789
22:45:00,54750,54060,54298
23:00:00,55600,54930,53812
23:15:00,55300,54590,53635
23:30:00,55000,54250,53129
23:45:00,54150,53615,53206
,,,
,,,
Journée du 07/01/2023,,,
Heures,PrévisionJ-1,PrévisionJ,Consommation
00:00:00,53300,52600,52563
00:15:00,52550,51750,52363
00:30:00,51800,50900,50854
00:45:00,50750,50050,49357
01:00:00,49700,49200,49218
01:15:00,49900,49300,49406
01:30:00,50100,49400,49012
01:45:00,50150,49450,49207
02:00:00,50200,49500,48756
02:15:00,49500,48900,49170
02:30:00,48800,48300,48262
02:45:00,47950,47500,47553
03:00:00,47100,46700,46703
03:15:00,46550,46200,46170
03:30:00,46000,45700,45689
03:45:00,45500,45200,45103
04:00:00,45000,44700,44679
04:15:00,44750,44500,44541
04:30:00,44500,44300,44275
04:45:00,44350,44050,44031
05:00:00,44200,43800,44128
05:15:00,44650,43950,44882
05:30:00,45100,44100,44648
05:45:00,45300,44750,45069
06:00:00,45500,45400,45357
06:15:00,46000,45800,46151
06:30:00,46500,46200,46229
06:45:00,47150,46800,46790
07:00:00,47800,47400,47299
07:15:00,48450,47950,47801
07:30:00,49100,48500,48458
07:45:00,49750,49000,49076
08:00:00,50400,49500,49531
08:15:00,50900,49900,50015
08:30:00,51400,50300,50450
08:45:00,51900,50800,50857
09:00:00,52400,51300,51301
09:15:00,52950,51900,51766
09:30:00,53500,52500,52537
09:45:00,53900,52700,52838
10:00:00,54300,52900,52834
10:15:00,54500,53050,53157
10:30:00,54700,53200,52994
10:45:00,54700,53350,53423
11:00:00,54700,53500,53503
11:15:00,54850,53750,53752
11:30:00,55000,54000,53974
11:45:00,55400,54450,54202
12:00:00,55800,54900,54543
12:15:00,55250,54700,54662
12:30:00,54700,54500,54560
12:45:00,54500,54250,54446
13:00:00,54300,54000,53853
13:15:00,53550,53200,53084
13:30:00,52800,52400,52265
13:45:00,52300,52200,52030
14:00:00,51800,52000,51872
14:15:00,51700,51700,51994
14:30:00,51600,51400,51440
14:45:00,51200,51450,51712
15:00:00,50800,51500,51513
15:15:00,50650,51050,51075
15:30:00,50500,50600,50616
15:45:00,50250,50300,50322
16:00:00,50000,50000,49993
16:15:00,49950,49650,49719
16:30:00,49900,49300,49441
16:45:00,50400,49650,49655
17:00:00,50900,50000,49959
17:15:00,52100,50850,50678
17:30:00,53300,51700,51614
17:45:00,54350,52600,52583
18:00:00,55400,53500,53466
18:15:00,56150,54015,54130
18:30:00,56900,54530,54531
18:45:00,57350,55090,55137
19:00:00,57800,55650,55592
19:15:00,57550,55500,55518
19:30:00,57300,55350,55343
19:45:00,56800,54745,54475
20:00:00,56300,54140,54045
20:15:00,55600,53300,53451
20:30:00,54900,52460,52601
20:45:00,54150,51755,51735
21:00:00,53400,51050,51421
21:15:00,52800,50630,51065
21:30:00,52200,50210,50331
21:45:00,51800,49700,49895
22:00:00,51400,49190,49735
22:15:00,51700,49935,49938
22:30:00,52000,50680,50386
22:45:00,53000,51440,51957
23:00:00,54000,52200,51873
23:15:00,53850,52170,52105
23:30:00,53700,52140,51547
23:45:00,52800,51430,51899
,,,
,,,
Journée du 08/01/2023,,,
Heures,PrévisionJ-1,PrévisionJ,Consommation
00:00:00,51900,51000,50968
00:15:00,50950,50250,51021
00:30:00,50000,49500,49417
00:45:00,48900,48450,48122
01:00:00,47800,47400,47426
01:15:00,47950,47900,48005
01:30:00,48100,48400,47446
01:45:00,48050,48200,47754
02:00:00,48000,48000,47285
02:15:00,47350,47350,47943
02:30:00,46700,46700,46674
02:45:00,45850,45900,46005
03:00:00,45000,45100,45104
03:15:00,44550,44600,44751
03:30:00,44100,44100,44079
03:45:00,43600,43600,43374
04:00:00,43100,43100,43146
04:15:00,42900,42700,42624
04:30:00,42700,42300,42375
04:45:00,42500,42400,42153
05:00:00,42300,42500,42398
05:15:00,42200,42250,42716
05:30:00,42100,42000,42435
05:45:00,42450,42350,42697
06:00:00,42800,42700,42724
06:15:00,42900,43100,43702
06:30:00,43000,43500,43524
06:45:00,43250,43850,43650
07:00:00,43500,44200,44154
07:15:00,43900,44500,44455
07:30:00,44300,44800,44759
07:45:00,44700,45100,45170
08:00:00,45100,45400,45367
08:15:00,45300,45800,45828
08:30:00,45500,46200,46223
08:45:00,46000,46700,46575
09:00:00,46500,47200,47221
09:15:00,47350,47900,47941
09:30:00,48200,48600,48554
09:45:00,48950,49150,49163
10:00:00,49700,49700,49716
10:15:00,50000,50200,50146
10:30:00,50300,50700,50615
10:45:00,50850,50950,50985
11:00:00,51400,51200,51249
11:15:00,51850,51600,51625
11:30:00,52300,52000,51952
11:45:00,52800,53150,52691
12:00:00,53300,54300,53680
12:15:00,53000,54000,53900
12:30:00,52700,53700,53699
12:45:00,52600,53300,53595
13:00:00,52500,52900,52982
13:15:00,51800,52100,52017
13:30:00,51100,51300,51320
13:45:00,50750,51000,50549
14:00:00,50400,50700,50710
14:15:00,50250,50650,50742
14:30:00,50100,50600,50274
14:45:00,50050,50300,50319
15:00:00,50000,50000,49989
15:15:00,49550,49700,49667
15:30:00,49100,49400,49126
15:45:00,48600,49100,48972
16:00:00,48100,48800,48758
16:15:00,48000,48400,48139
16:30:00,47900,48000,48171
16:45:00,48300,48350,48248
17:00:00,48700,48700,48658
17:15:00,49950,49600,49091
17:30:00,51200,50500,50381
17:45:00,52000,51500,51447
18:00:00,52800,52500,52496
18:15:00,53500,53550,53638
18:30:00,54200,54600,54507
18:45:00,55000,55360,55344
19:00:00,55800,56120,56162
19:15:00,55750,56015,56464
19:30:00,55700,55910,56293
19:45:00,55300,55605,55856
20:00:00,54900,55300,55295
20:15:00,54400,54705,54572
20:30:00,53900,54110,53809
20:45:00,53350,53510,53135
21:00:00,52800,52910,52524
21:15:00,52200,52485,52395
21:30:00,51600,52060,51501
21:45:00,51100,51395,50887
22:00:00,50600,50730,50473
22:15:00,50850,51030,50610
22:30:00,51100,51330,51165
22:45:00,51850,52130,52503
23:00:00,52600,52930,52020
23:15:00,52500,52995,52004
23:30:00,52400,53060,51541
23:45:00,51800,52620,51597
,,,
,,,
Journée du 09/01/2023,,,
Heures,PrévisionJ-1,PrévisionJ,Consommation
00:00:00,51200,51400,51095
00:15:00,50550,50600,51111
00:30:00,49900,49800,49847
00:45:00,49200,48950,48630
01:00:00,48500,48100,48411
01:15:00,48800,48650,48974
01:30:00,49100,49200,48685
01:45:00,49100,49300,49080
02:00:00,49100,49400,48742
02:15:00,48550,48900,49275
02:30:00,48000,48400,48435
02:45:00,47250,47900,47981
03:00:00,46500,47400,47457
03:15:00,46100,47000,47041
03:30:00,45700,46600,46561
03:45:00,45300,46200,46034
04:00:00,44900,45800,46250
04:15:00,44900,45800,45937
04:30:00,44900,45800,45824
04:45:00,45300,46400,46111
05:00:00,45700,47000,47152
05:15:00,46800,47950,48205
05:30:00,47900,48900,48736
05:45:00,48950,49800,49718
06:00:00,50000,50700,50671
06:15:00,52050,52600,53286
06:30:00,54100,54500,54486
06:45:00,55700,55950,56004
07:00:00,57300,57400,57366
07:15:00,59150,58900,59063
07:30:00,61000,60400,60393
07:45:00,61800,61350,61206
08:00:00,62600,62300,62338
08:15:00,62600,62850,62923
08:30:00,62600,63400,63413
08:45:00,62400,63350,63412
09:00:00,62200,63300,63275
09:15:00,62400,63550,63230
09:30:00,62600,63800,63775
09:45:00,62650,63750,63667
10:00:00,62700,63700,63683
10:15:00,62650,63450,63348
10:30:00,62600,63200,63224
10:45:00,62500,63300,63379
11:00:00,62400,63400,63400
11:15:00,62550,63450,63424
11:30:00,62700,63500,63457
11:45:00,62800,63750,63573
12:00:00,62900,64000,63631
12:15:00,62350,63250,63472
12:30:00,61800,62500,62586
12:45:00,61250,61850,62025
13:00:00,60700,61200,61236
13:15:00,60300,60950,61189
13:30:00,59900,60700,60921
13:45:00,60100,60900,60778
14:00:00,60300,61100,61057
14:15:00,60250,61000,61199
14:30:00,60200,60900,60912
14:45:00,60050,60950,60864
15:00:00,59900,61000,60695
15:15:00,59650,60750,60598
15:30:00,59400,60500,60528
15:45:00,59300,60050,59981
16:00:00,59200,59600,59755
16:15:00,59150,59500,59884
16:30:00,59100,59400,59528
16:45:00,59350,59700,59661
17:00:00,59600,60000,60000
17:15:00,60650,61000,60811
17:30:00,61700,62000,62034
17:45:00,62300,63300,63596
18:00:00,62900,64600,64586
18:15:00,63300,65250,65028
18:30:00,63700,65900,66431
18:45:00,64300,66400,67285
19:00:00,64900,66900,67746
19:15:00,64550,66500,67117
19:30:00,64200,66100,66837
19:45:00,63350,65200,65732
20:00:00,62500,64300,65083
20:15:00,61550,63300,64112
20:30:00,60600,62300,63139
20:45:00,59800,61400,62243
21:00:00,59000,60500,60946
21:15:00,58200,59650,60082
21:30:00,57400,58800,59387
21:45:00,56750,58100,58523
22:00:00,56100,57400,57906
22:15:00,55900,57150,58050
22:30:00,55700,56900,58468
22:45:00,56950,57750,59803
23:00:00,58200,58600,59194
23:15:00,58050,58450,58927
23:30:00,57900,58300,58390
23:45:00,57200,57400,58416
,,,
,,,
Journée du 10/01/2023,,,
Heures,PrévisionJ-1,PrévisionJ,Consommation
00:00:00,56500,57900,57881
00:15:00,55800,57100,57526
00:30:00,55100,56300,56269
00:45:00,54050,55450,54783
01:00:00,53000,54600,54376
01:15:00,53550,54900,54991
01:30:00,54100,55200,54740
01:45:00,54050,54950,54853
02:00:00,54000,54700,54735
02:15:00,53550,54550,55483
02:30:00,53100,54400,54389
02:45:00,52400,53700,53869
03:00:00,51700,53000,53033
03:15:00,51250,52700,52989
03:30:00,50800,52400,52289
03:45:00,50450,52000,51861
04:00:00,50100,51600,51590
04:15:00,50000,51500,51583
04:30:00,49900,51400,51480
04:45:00,50350,51800,51540
05:00:00,50800,52200,52240
05:15:00,51450,53000,53432
05:30:00,52100,53800,53847
05:45:00,52900,54750,54698
06:00:00,53700,55700,55686
06:15:00,55450,57450,58021
06:30:00,57200,59200,59196
06:45:00,58850,60800,60912
07:00:00,60500,62400,62359
07:15:00,61800,63750,63992
07:30:00,63100,65100,65115
07:45:00,64200,65950,66087
08:00:00,65300,66800,66737
08:15:00,65550,66800,66666
